country,continent,commodity,end_use_code,value,map_country
vietnam,asia,corn,00200,7751810,Vietnam
yugoslav,europe,corn,00200,68091,Serbia
zaire,africa,corn,00200,6228186,Democratic Republic of the Congo
zimbabwe,africa,corn,00200,2151312,Zimbabwe
arab_em,asia,"sorghum, barley, oats",00210,8465,United Arab Emirates
argent,s_america,"sorghum, barley, oats",00210,66910,Argentina
austral,oceania,"sorghum, barley, oats",00210,312887,Australia
bahamas,carribean,"sorghum, barley, oats",00210,380087,Bahamas
bahrain,asia,"sorghum, barley, oats",00210,3390,Bahrain
barbado,carribean,"sorghum, barley, oats",00210,38138,Barbados
belize,c_america,"sorghum, barley, oats",00210,65830,Belize
bermuda,carribean,"sorghum, barley, oats",00210,82026,Bermuda
canada,n_america,"sorghum, barley, oats",00210,20357021,Canada
chad,africa,"sorghum, barley, oats",00210,87945,Chad
colombia,s_america,"sorghum, barley, oats",00210,33192,Colombia
cos_rica,c_america,"sorghum, barley, oats",00210,67856,Costa Rica
czechrep,europe,"sorghum, barley, oats",00210,31141,Czech Republic
dom_rep,carribean,"sorghum, barley, oats",00210,2937941,Dominican Republic
ecuador,s_america,"sorghum, barley, oats",00210,191879,Ecuador
ethiopia,africa,"sorghum, barley, oats",00210,4650647,Ethiopia
finland,europe,"sorghum, barley, oats",00210,68996,Finland
france,europe,"sorghum, barley, oats",00210,60956,France
gambia,africa,"sorghum, barley, oats",00210,24715,Gambia
german,europe,"sorghum, barley, oats",00210,119903,Germany
ghana,africa,"sorghum, barley, oats",00210,1334888,Ghana
guatmala,c_america,"sorghum, barley, oats",00210,60779,Guatemala
guyana,s_america,"sorghum, barley, oats",00210,25463,Guyana
haiti,carribean,"sorghum, barley, oats",00210,89832,Haiti
hondura,c_america,"sorghum, barley, oats",00210,28403,Honduras
hongkong,asia,"sorghum, barley, oats",00210,251771,NA
iceland,europe,"sorghum, barley, oats",00210,9487,Iceland
india,asia,"sorghum, barley, oats",00210,6355,India
israel,asia,"sorghum, barley, oats",00210,3063656,Israel
italy,europe,"sorghum, barley, oats",00210,19880,Italy
jamaica,carribean,"sorghum, barley, oats",00210,463454,Jamaica
japan,asia,"sorghum, barley, oats",00210,168243307,Japan
kenya,africa,"sorghum, barley, oats",00210,2357730,Kenya
korea_s,asia,"sorghum, barley, oats",00210,124392,South Korea
kuwait,asia,"sorghum, barley, oats",00210,4379,Kuwait
liberia,africa,"sorghum, barley, oats",00210,129491,Liberia
malawi,africa,"sorghum, barley, oats",00210,1985828,Malawi
malaysia,asia,"sorghum, barley, oats",00210,235578,Malaysia
mexico,n_america,"sorghum, barley, oats",00210,348070778,Mexico
morocco,africa,"sorghum, barley, oats",00210,1107025,Morocco
mozambq,africa,"sorghum, barley, oats",00210,762674,Mozambique
n_antil,carribean,"sorghum, barley, oats",00210,72565,NA
nethlds,europe,"sorghum, barley, oats",00210,150205,Netherlands
new_cale,oceania,"sorghum, barley, oats",00210,23148,New Caledonia
new_zeal,oceania,"sorghum, barley, oats",00210,92867,New Zealand
nicaraga,c_america,"sorghum, barley, oats",00210,217961,Nicaragua
niger,africa,"sorghum, barley, oats",00210,774856,Niger
norway,europe,"sorghum, barley, oats",00210,38164,Norway
panama,c_america,"sorghum, barley, oats",00210,52539,Panama
peru,s_america,"sorghum, barley, oats",00210,46817,Peru
phil,asia,"sorghum, barley, oats",00210,327690,Philippines
poland,europe,"sorghum, barley, oats",00210,4000,Poland
russia,europe,"sorghum, barley, oats",00210,34920,Russia
s_africa,africa,"sorghum, barley, oats",00210,4031514,South Africa
salvadr,c_america,"sorghum, barley, oats",00210,33795,El Salvador
sd_arab,asia,"sorghum, barley, oats",00210,6929311,Saudi Arabia
senegal,africa,"sorghum, barley, oats",00210,66778,Senegal
singapr,asia,"sorghum, barley, oats",00210,241733,Singapore
somalia,africa,"sorghum, barley, oats",00210,9710748,Somalia
spain,europe,"sorghum, barley, oats",00210,37130390,Spain
st_k_nev,carribean,"sorghum, barley, oats",00210,10760,Saint Kitts
sudan,africa,"sorghum, barley, oats",00210,45580484,Sudan
surinam,s_america,"sorghum, barley, oats",00210,3117,Suriname
taiwan,asia,"sorghum, barley, oats",00210,7000774,Taiwan
thailand,asia,"sorghum, barley, oats",00210,12107,Thailand
trinidad,carribean,"sorghum, barley, oats",00210,192812,Trinidad
turkey,asia,"sorghum, barley, oats",00210,75781,Turkey
uganda,africa,"sorghum, barley, oats",00210,4444828,Uganda
ukingdom,europe,"sorghum, barley, oats",00210,134203,UK
uruguay,s_america,"sorghum, barley, oats",00210,7800,Uruguay
venez,s_america,"sorghum, barley, oats",00210,1041313,Venezuela
vietnam,asia,"sorghum, barley, oats",00210,172434,Vietnam
zambia,africa,"sorghum, barley, oats",00210,3238574,Zambia
zimbabwe,africa,"sorghum, barley, oats",00210,5577257,Zimbabwe
algeria,africa,"animal feeds, n.e.c.",00220,2415529,Algeria
angola,africa,"animal feeds, n.e.c.",00220,10419,Angola
arab_em,asia,"animal feeds, n.e.c.",00220,9774779,United Arab Emirates
argent,s_america,"animal feeds, n.e.c.",00220,3314604,Argentina
armenia,asia,"animal feeds, n.e.c.",00220,40738,Armenia
asia_nes,asia,"animal feeds, n.e.c.",00220,304698,NA
austral,oceania,"animal feeds, n.e.c.",00220,68518309,Australia
austria,europe,"animal feeds, n.e.c.",00220,496920,Austria
azerbaij,asia,"animal feeds, n.e.c.",00220,18162,Azerbaijan
bahamas,carribean,"animal feeds, n.e.c.",00220,7641295,Bahamas
bahrain,asia,"animal feeds, n.e.c.",00220,295031,Bahrain
barbado,carribean,"animal feeds, n.e.c.",00220,2166132,Barbados
bel_lux,europe,"animal feeds, n.e.c.",00220,35964576,Luxembourg
belarus,europe,"animal feeds, n.e.c.",00220,15162,Belarus
belize,c_america,"animal feeds, n.e.c.",00220,9076960,Belize
bermuda,carribean,"animal feeds, n.e.c.",00220,2161828,Bermuda
bngldsh,asia,"animal feeds, n.e.c.",00220,5353203,Bangladesh
bolivia,s_america,"animal feeds, n.e.c.",00220,556725,Bolivia
brazil,s_america,"animal feeds, n.e.c.",00220,17009263,Brazil
bulgaria,europe,"animal feeds, n.e.c.",00220,60438,Bulgaria
canada,n_america,"animal feeds, n.e.c.",00220,812064405,Canada
chile,s_america,"animal feeds, n.e.c.",00220,46835751,Chile
china,asia,"animal feeds, n.e.c.",00220,29504720,China
colombia,s_america,"animal feeds, n.e.c.",00220,83322227,Colombia
cos_rica,c_america,"animal feeds, n.e.c.",00220,13507526,Costa Rica
croatia,europe,"animal feeds, n.e.c.",00220,480862,Croatia
cuba,carribean,"animal feeds, n.e.c.",00220,28381744,Cuba
cyprus,europe,"animal feeds, n.e.c.",00220,475223,Cyprus
czechrep,europe,"animal feeds, n.e.c.",00220,1633921,Czech Republic
denmark,europe,"animal feeds, n.e.c.",00220,3572646,Denmark
dom_rep,carribean,"animal feeds, n.e.c.",00220,97870418,Dominican Republic
ecuador,s_america,"animal feeds, n.e.c.",00220,6491326,Ecuador
egypt,africa,"animal feeds, n.e.c.",00220,18824378,Egypt
estonia,europe,"animal feeds, n.e.c.",00220,3150,Estonia
finland,europe,"animal feeds, n.e.c.",00220,7754391,Finland
france,europe,"animal feeds, n.e.c.",00220,13042649,France
gambia,africa,"animal feeds, n.e.c.",00220,15725,Gambia
georgia,asia,"animal feeds, n.e.c.",00220,1585688,Georgia
german,europe,"animal feeds, n.e.c.",00220,11222249,Germany
ghana,africa,"animal feeds, n.e.c.",00220,160220,Ghana
greece,europe,"animal feeds, n.e.c.",00220,1751406,Greece
guadlpe,carribean,"animal feeds, n.e.c.",00220,1460875,Guadeloupe
guatmala,c_america,"animal feeds, n.e.c.",00220,68122578,Guatemala
guyana,s_america,"animal feeds, n.e.c.",00220,6535677,Guyana
haiti,carribean,"animal feeds, n.e.c.",00220,291471,Haiti
hondura,c_america,"animal feeds, n.e.c.",00220,45654351,Honduras
hongkong,asia,"animal feeds, n.e.c.",00220,20957490,NA
hungary,europe,"animal feeds, n.e.c.",00220,779992,Hungary
iceland,europe,"animal feeds, n.e.c.",00220,178523,Iceland
india,asia,"animal feeds, n.e.c.",00220,3762527,India
indones,oceania,"animal feeds, n.e.c.",00220,43167312,Indonesia
iran,asia,"animal feeds, n.e.c.",00220,664178,Iran
ireland,europe,"animal feeds, n.e.c.",00220,43712112,Ireland
israel,asia,"animal feeds, n.e.c.",00220,33825808,Israel
italy,europe,"animal feeds, n.e.c.",00220,17841150,Italy
ivy_cst,africa,"animal feeds, n.e.c.",00220,65524,Ivory Coast
jamaica,carribean,"animal feeds, n.e.c.",00220,23042649,Jamaica
japan,asia,"animal feeds, n.e.c.",00220,745194670,Japan
jordon,asia,"animal feeds, n.e.c.",00220,5208727,Jordan
kenya,africa,"animal feeds, n.e.c.",00220,4264,Kenya
korea_s,asia,"animal feeds, n.e.c.",00220,168694197,South Korea
kuwait,asia,"animal feeds, n.e.c.",00220,1054041,Kuwait
latvia,europe,"animal feeds, n.e.c.",00220,1091664,Latvia
lebanon,asia,"animal feeds, n.e.c.",00220,6464190,Lebanon
libya,africa,"animal feeds, n.e.c.",00220,1543599,Libya
lithuani,europe,"animal feeds, n.e.c.",00220,172270,Lithuania
macau,asia,"animal feeds, n.e.c.",00220,3512403,NA
macedoni,europe,"animal feeds, n.e.c.",00220,14598,North Macedonia
madagas,africa,"animal feeds, n.e.c.",00220,1069256,Madagascar
malaysia,asia,"animal feeds, n.e.c.",00220,15120592,Malaysia
malta,europe,"animal feeds, n.e.c.",00220,271660,Malta
mexico,n_america,"animal feeds, n.e.c.",00220,510431420,Mexico
morocco,africa,"animal feeds, n.e.c.",00220,16968926,Morocco
mritius,africa,"animal feeds, n.e.c.",00220,16932,Mauritius
n_antil,carribean,"animal feeds, n.e.c.",00220,8082808,NA
nepal,asia,"animal feeds, n.e.c.",00220,29210,Nepal
nethlds,europe,"animal feeds, n.e.c.",00220,31192048,Netherlands
new_cale,oceania,"animal feeds, n.e.c.",00220,548120,New Caledonia
new_zeal,oceania,"animal feeds, n.e.c.",00220,29363081,New Zealand
nicaraga,c_america,"animal feeds, n.e.c.",00220,12228347,Nicaragua
nigeria,africa,"animal feeds, n.e.c.",00220,2547151,Nigeria
norway,europe,"animal feeds, n.e.c.",00220,1843137,Norway
oman,asia,"animal feeds, n.e.c.",00220,56233,Oman
pakistan,asia,"animal feeds, n.e.c.",00220,299892,Pakistan
panama,c_america,"animal feeds, n.e.c.",00220,30366295,Panama
paragua,s_america,"animal feeds, n.e.c.",00220,55372,Paraguay
peru,s_america,"animal feeds, n.e.c.",00220,15782595,Peru
phil,asia,"animal feeds, n.e.c.",00220,124381832,Philippines
poland,europe,"animal feeds, n.e.c.",00220,1248011,Poland
portugal,europe,"animal feeds, n.e.c.",00220,4625007,Portugal
qatar,asia,"animal feeds, n.e.c.",00220,305295,Qatar
romania,europe,"animal feeds, n.e.c.",00220,371109,Romania
russia,europe,"animal feeds, n.e.c.",00220,16659347,Russia
s_africa,africa,"animal feeds, n.e.c.",00220,11596520,South Africa
s_helna,africa,"animal feeds, n.e.c.",00220,41098,Saint Helena
salvadr,c_america,"animal feeds, n.e.c.",00220,41862051,El Salvador
samoa,oceania,"animal feeds, n.e.c.",00220,26689,Samoa
sd_arab,asia,"animal feeds, n.e.c.",00220,31818521,Saudi Arabia
senegal,africa,"animal feeds, n.e.c.",00220,56343,Senegal
seychel,africa,"animal feeds, n.e.c.",00220,4080,Seychelles
singapr,asia,"animal feeds, n.e.c.",00220,9506762,Singapore
slovakia,europe,"animal feeds, n.e.c.",00220,725242,Slovakia
slovenia,europe,"animal feeds, n.e.c.",00220,436295,Slovenia
spain,europe,"animal feeds, n.e.c.",00220,5503895,Spain
sri_lka,asia,"animal feeds, n.e.c.",00220,247382,Sri Lanka
st_k_nev,carribean,"animal feeds, n.e.c.",00220,1868319,Saint Kitts
surinam,s_america,"animal feeds, n.e.c.",00220,2492641,Suriname
sweden,europe,"animal feeds, n.e.c.",00220,5774813,Sweden
switzld,europe,"animal feeds, n.e.c.",00220,3195446,Switzerland
syria,asia,"animal feeds, n.e.c.",00220,823450,Syria
taiwan,asia,"animal feeds, n.e.c.",00220,82342509,Taiwan
thailand,asia,"animal feeds, n.e.c.",00220,38818553,Thailand
trinidad,carribean,"animal feeds, n.e.c.",00220,25771081,Trinidad
tunisia,africa,"animal feeds, n.e.c.",00220,8597831,Tunisia
turkey,asia,"animal feeds, n.e.c.",00220,18146325,Turkey
ukingdom,europe,"animal feeds, n.e.c.",00220,32600213,UK
ukraine,europe,"animal feeds, n.e.c.",00220,7499148,Ukraine
uruguay,s_america,"animal feeds, n.e.c.",00220,399740,Uruguay
us_nes,n_america,"animal feeds, n.e.c.",00220,771608,NA
venez,s_america,"animal feeds, n.e.c.",00220,29933047,Venezuela
vietnam,asia,"animal feeds, n.e.c.",00220,10367314,Vietnam
yemen_n,asia,"animal feeds, n.e.c.",00220,7928,Yemen
yugoslav,europe,"animal feeds, n.e.c.",00220,119905,Serbia
afghan,asia,"meat, poultry, etc.",00300,7056542,Afghanistan
albania,europe,"meat, poultry, etc.",00300,1244999,Albania
angola,africa,"meat, poultry, etc.",00300,63550288,Angola
arab_em,asia,"meat, poultry, etc.",00300,20216080,United Arab Emirates
argent,s_america,"meat, poultry, etc.",00300,1451688,Argentina
armenia,asia,"meat, poultry, etc.",00300,1105520,Armenia
asia_nes,asia,"meat, poultry, etc.",00300,15160,NA
austral,oceania,"meat, poultry, etc.",00300,64330990,Australia
austria,europe,"meat, poultry, etc.",00300,14420,Austria
azerbaij,asia,"meat, poultry, etc.",00300,1087578,Azerbaijan
bahamas,carribean,"meat, poultry, etc.",00300,51532363,Bahamas
bahrain,asia,"meat, poultry, etc.",00300,3196151,Bahrain
barbado,carribean,"meat, poultry, etc.",00300,4593744,Barbados
bel_lux,europe,"meat, poultry, etc.",00300,23818505,Luxembourg
belize,c_america,"meat, poultry, etc.",00300,1859816,Belize
bermuda,carribean,"meat, poultry, etc.",00300,24539192,Bermuda
bngldsh,asia,"meat, poultry, etc.",00300,43017,Bangladesh
bolivia,s_america,"meat, poultry, etc.",00300,133623,Bolivia
bosnia-h,europe,"meat, poultry, etc.",00300,32579,Bosnia and Herzegovina
brazil,s_america,"meat, poultry, etc.",00300,12471743,Brazil
bulgaria,europe,"meat, poultry, etc.",00300,8432777,Bulgaria
burundi,africa,"meat, poultry, etc.",00300,31500,Burundi
c_africa,africa,"meat, poultry, etc.",00300,11082,Central African Republic
cambod,asia,"meat, poultry, etc.",00300,114185,Cambodia
canada,n_america,"meat, poultry, etc.",00300,1300643870,Canada
chad,africa,"meat, poultry, etc.",00300,111874,Chad
chile,s_america,"meat, poultry, etc.",00300,2693261,Chile
china,asia,"meat, poultry, etc.",00300,426783121,China
colombia,s_america,"meat, poultry, etc.",00300,17501581,Colombia
congo,africa,"meat, poultry, etc.",00300,1717419,Republic of Congo
cos_rica,c_america,"meat, poultry, etc.",00300,4278450,Costa Rica
cuba,carribean,"meat, poultry, etc.",00300,59227674,Cuba
cyprus,europe,"meat, poultry, etc.",00300,203371,Cyprus
denmark,europe,"meat, poultry, etc.",00300,1092153,Denmark
dom_rep,carribean,"meat, poultry, etc.",00300,25301089,Dominican Republic
ecuador,s_america,"meat, poultry, etc.",00300,2902974,Ecuador
egypt,africa,"meat, poultry, etc.",00300,85016514,Egypt
eq_gnea,africa,"meat, poultry, etc.",00300,1225961,Equatorial Guinea
estonia,europe,"meat, poultry, etc.",00300,2102945,Estonia
fiji,oceania,"meat, poultry, etc.",00300,1788615,Fiji
finland,europe,"meat, poultry, etc.",00300,1626165,Finland
france,europe,"meat, poultry, etc.",00300,17712199,France
g_bisau,africa,"meat, poultry, etc.",00300,19760,Guinea-Bissau
gabon,africa,"meat, poultry, etc.",00300,3156833,Gabon
gambia,africa,"meat, poultry, etc.",00300,1581508,Gambia
georgia,asia,"meat, poultry, etc.",00300,22578529,Georgia
german,europe,"meat, poultry, etc.",00300,12259851,Germany
ghana,africa,"meat, poultry, etc.",00300,7810382,Ghana
greece,europe,"meat, poultry, etc.",00300,8466967,Greece
guadlpe,carribean,"meat, poultry, etc.",00300,152827,Guadeloupe
guatmala,c_america,"meat, poultry, etc.",00300,51298351,Guatemala
guinea,africa,"meat, poultry, etc.",00300,76306,Guinea
guyana,s_america,"meat, poultry, etc.",00300,415549,Guyana
haiti,carribean,"meat, poultry, etc.",00300,22216099,Haiti
hondura,c_america,"meat, poultry, etc.",00300,21895009,Honduras
hongkong,asia,"meat, poultry, etc.",00300,154712453,NA
iceland,europe,"meat, poultry, etc.",00300,114695,Iceland
india,asia,"meat, poultry, etc.",00300,136549,India
indones,oceania,"meat, poultry, etc.",00300,1657581,Indonesia
iraq,asia,"meat, poultry, etc.",00300,16666360,Iraq
ireland,europe,"meat, poultry, etc.",00300,79435,Ireland
israel,asia,"meat, poultry, etc.",00300,905620,Israel
italy,europe,"meat, poultry, etc.",00300,4642150,Italy
ivy_cst,africa,"meat, poultry, etc.",00300,2918353,Ivory Coast
jamaica,carribean,"meat, poultry, etc.",00300,32756546,Jamaica
japan,asia,"meat, poultry, etc.",00300,1195998515,Japan
jordon,asia,"meat, poultry, etc.",00300,1195758,Jordan
kazakhst,asia,"meat, poultry, etc.",00300,16433441,Kazakhstan
kenya,africa,"meat, poultry, etc.",00300,612264,Kenya
korea_s,asia,"meat, poultry, etc.",00300,293683322,South Korea
kuwait,asia,"meat, poultry, etc.",00300,17241952,Kuwait
kyrgyzst,asia,"meat, poultry, etc.",00300,398430,Kyrgyzstan
latvia,europe,"meat, poultry, etc.",00300,9549042,Latvia
lebanon,asia,"meat, poultry, etc.",00300,1250081,Lebanon
liberia,africa,"meat, poultry, etc.",00300,44831,Liberia
lithuani,europe,"meat, poultry, etc.",00300,52715712,Lithuania
macau,asia,"meat, poultry, etc.",00300,3759184,NA
macedoni,europe,"meat, poultry, etc.",00300,2997165,North Macedonia
malaysia,asia,"meat, poultry, etc.",00300,2451951,Malaysia
mali,africa,"meat, poultry, etc.",00300,127200,Mali
mauritn,africa,"meat, poultry, etc.",00300,28080,Mauritania
mexico,n_america,"meat, poultry, etc.",00300,2257891321,Mexico
moldova,europe,"meat, poultry, etc.",00300,11551179,Moldova
mongola,asia,"meat, poultry, etc.",00300,938104,Mongolia
morocco,africa,"meat, poultry, etc.",00300,675645,Morocco
mozambq,africa,"meat, poultry, etc.",00300,139763,Mozambique
n_antil,carribean,"meat, poultry, etc.",00300,16492957,NA
nethlds,europe,"meat, poultry, etc.",00300,11761201,Netherlands
new_cale,oceania,"meat, poultry, etc.",00300,17606683,New Caledonia
new_zeal,oceania,"meat, poultry, etc.",00300,14489845,New Zealand
nicaraga,c_america,"meat, poultry, etc.",00300,1853227,Nicaragua
nigeria,africa,"meat, poultry, etc.",00300,874345,Nigeria
norway,europe,"meat, poultry, etc.",00300,915249,Norway
oman,asia,"meat, poultry, etc.",00300,467235,Oman
pakistan,asia,"meat, poultry, etc.",00300,4159704,Pakistan
panama,c_america,"meat, poultry, etc.",00300,13351043,Panama
peru,s_america,"meat, poultry, etc.",00300,2359953,Peru
phil,asia,"meat, poultry, etc.",00300,35893826,Philippines
poland,europe,"meat, poultry, etc.",00300,28886533,Poland
portugal,europe,"meat, poultry, etc.",00300,266959,Portugal
qatar,asia,"meat, poultry, etc.",00300,2154335,Qatar
romania,europe,"meat, poultry, etc.",00300,53833658,Romania
russia,europe,"meat, poultry, etc.",00300,636566803,Russia
s_africa,africa,"meat, poultry, etc.",00300,5822805,South Africa
salvadr,c_america,"meat, poultry, etc.",00300,4756474,El Salvador
samoa,oceania,"meat, poultry, etc.",00300,4090147,Samoa
sd_arab,asia,"meat, poultry, etc.",00300,12786143,Saudi Arabia
senegal,africa,"meat, poultry, etc.",00300,700260,Senegal
seychel,africa,"meat, poultry, etc.",00300,11334,Seychelles
sier_ln,africa,"meat, poultry, etc.",00300,1063843,Sierra Leone
